,id,lon,lad,Number
743,23231,103.6749183,1.309265,2
744,23239,103.67513,1.30916,2
745,23241,103.6798116,1.31025436,1
746,23249,103.6794885,1.309903487,1
747,23251,103.6837814,1.311722356,1
748,23259,103.683665,1.311395562,2
749,23261,103.6857734,1.312648632,1
750,23269,103.6857799,1.312406285,2
751,23279,103.6916285,1.314928759,1
752,23281,103.6789674,1.306506176,1
753,23291,103.6793048,1.303824095,1
754,23301,103.679539,1.302120571,1
755,23311,103.6774556,1.301786389,1
756,23321,103.6761848,1.30404333,1
757,23331,103.6758422,1.306893333,1
758,23341,103.678508,1.311184964,1
759,23349,103.6787158,1.310768551,1
760,23351,103.6787494,1.316154859,1
761,23359,103.6788828,1.315005008,1
762,23361,103.6788383,1.319107705,1
763,23369,103.6791102,1.319078267,1
764,23371,103.6790815,1.325954453,5
765,23379,103.6793944,1.326543123,1
766,23389,103.693773,1.307556447,1
767,23399,103.6923708,1.305336389,1
768,23409,103.6893364,1.303521389,1
769,23419,103.6861461,1.303807778,1
770,23429,103.6847205,1.304568337,1
771,23439,103.6846866,1.30774278,1
772,23441,103.678627,1.313041869,1
773,23449,103.6787758,1.312841667,1
774,23451,103.6972844,1.304026667,1
775,23461,103.6964347,1.305469168,1
776,23469,103.6968346,1.305085201,1
777,23471,103.6809719,1.319663409,1
778,23479,103.6806599,1.319509245,1
779,23481,103.6817202,1.3279269,1
780,23489,103.6804886,1.327596882,2
781,23491,103.6778086,1.327924084,1
782,23499,103.678051,1.327550924,1
783,23501,103.6958354,1.324531603,1
784,23519,103.679366,1.324793524,7
785,24009,103.6783979,1.326972547,15
786,24011,103.6776263,1.32230924,2
787,24021,103.6708798,1.321852572,2
788,24041,103.6749932,1.330353131,2
789,24049,103.6737907,1.33094145,2
790,24089,103.67069,1.314455761,1
791,24129,103.6698714,1.326141806,1
792,24139,103.6724596,1.327395408,1
793,24149,103.6746632,1.327540111,1
794,24159,103.6766424,1.326842223,1
795,24169,103.6667159,1.310386247,1
796,24179,103.6647713,1.309403123,1
797,24189,103.6619381,1.311162291,1
798,24199,103.6599367,1.313081523,1
799,24209,103.6598693,1.315237641,1
800,24219,103.6626715,1.318227016,1
801,24229,103.6661535,1.319537781,1
802,24239,103.6690039,1.319791667,1
803,24249,103.6723107,1.320014171,1
804,24259,103.6756286,1.320224304,1
805,24269,103.6766083,1.317960072,1
806,24279,103.6767463,1.314802775,1
807,24289,103.6748585,1.312404575,1
808,24299,103.6716501,1.312158594,1
809,24301,103.6658491,1.312609859,1
810,24331,103.6686833,1.308548333,2
811,24339,103.6689933,1.308406667,2
812,24341,103.6706958,1.295596248,1
813,24349,103.6709164,1.29557792,1
814,24351,103.6683905,1.298117633,1
815,24359,103.6685335,1.298225564,1
816,24369,103.6669833,1.300776877,1
817,24379,103.6658843,1.30366278,1
818,24381,103.6653272,1.306888056,1
819,24389,103.6655156,1.306684311,1
820,24391,103.664471,1.298593199,1
821,24401,103.6635578,1.300316389,1
822,24411,103.6617336,1.302437778,1
823,24421,103.6595061,1.304632778,1
824,24431,103.6577,1.307266111,1
825,24441,103.6609683,1.307134983,1
826,24451,103.6637872,1.305993401,1
827,24461,103.6662602,1.297239315,1
828,24489,103.6711106,1.325743957,1
829,24499,103.6743957,1.32598701,1
830,24501,103.6647979,1.324248968,2
831,24509,103.6641162,1.324314785,2
832,24511,103.6608911,1.319446944,2
833,24521,103.6589878,1.317464638,1
834,24531,103.6568842,1.306226389,1
835,24539,103.6554803,1.304920202,1
836,24541,103.6556555,1.302756576,1
837,24549,103.6554358,1.302736389,1
838,24559,103.65748,1.300793056,1
839,24571,103.6690675,1.323675558,1
840,24581,103.6669958,1.324961389,1
841,24599,103.6692664,1.325622844,1
842,24601,103.654865,1.31334,1
843,24609,103.6547517,1.313431037,1
844,24611,103.6525406,1.310855629,1
845,24619,103.6526047,1.31113972,1
846,24621,103.6497794,1.307971389,1
847,24629,103.6501553,1.308511389,1
848,24631,103.6782444,1.320566576,1
849,24639,103.6779157,1.320410128,1
850,24641,103.6655139,1.31424,1
851,24651,103.6688261,1.314900278,1
852,24671,103.66123,1.309578056,1
853,24679,103.661255,1.309293931,1
854,24681,103.6586335,1.312008749,1
855,24689,103.6588959,1.311524362,1
856,24691,103.6571281,1.313445,1
857,24699,103.6569025,1.313453056,1
858,24701,103.649116,1.321386,1
859,24709,103.649026,1.32089,2
860,24719,103.639332,1.330051,3
861,25009,103.6395337,1.341730685,6
862,25061,103.6452875,1.327585,1
863,25071,103.6432064,1.329582778,1
864,25099,103.6449493,1.333929107,1
865,25109,103.6473225,1.334623333,1
866,25119,103.6499169,1.332126389,1
867,25129,103.6522639,1.329944444,1
868,25169,103.6545006,1.327749444,1
869,25179,103.6571133,1.325291389,1
870,25189,103.6586167,1.323839722,1
871,25199,103.6593317,1.321094722,1
872,25201,103.658699,1.319279,1
873,25219,103.6569223,1.32877104,2
874,25221,103.6515311,1.334705894,2
875,25229,103.6517625,1.333712729,2
876,25231,103.6474027,1.338658954,2
877,25239,103.647955,1.337405,2
878,25249,103.6453517,1.339855,2
879,25259,103.6407071,1.344188178,2
880,25269,103.6374692,1.347771507,3
881,25321,103.6565122,1.3175904,1
882,25331,103.6538131,1.320197778,1
883,25341,103.6519889,1.321943056,1
884,25351,103.6530315,1.323969716,1
885,25369,103.6514726,1.325135769,1
886,25371,103.6491744,1.323878056,1
887,25381,103.6473958,1.325563056,1
888,25399,103.6379445,1.329238655,1
889,25411,103.6383056,1.343870621,2
890,25419,103.6383761,1.344389081,2
891,25421,103.6375562,1.3413864,4
892,25429,103.6369654,1.340558073,6
893,25431,103.6365874,1.338976449,3
894,25439,103.6364265,1.339125254,5
895,25441,103.6351235,1.334832118,3
896,25449,103.6348856,1.33559255,5
897,25451,103.634091,1.3322614,2
898,25459,103.6341217,1.3328,3
899,25461,103.6329188,1.329448265,2
900,25469,103.6326458,1.329294722,3
901,25471,103.6418412,1.335523534,1
902,25479,103.6416297,1.335528056,1
903,25491,103.6381665,1.339010336,1
904,25499,103.6382378,1.338749722,1
905,25501,103.6436359,1.333790554,1
906,25509,103.6436494,1.333559305,1
907,25519,103.6409965,1.329814516,2
908,25531,103.645156,1.332349,1
909,25539,103.64507,1.332311,1
910,25541,103.647851,1.329782,1
911,25549,103.647687,1.329815,1
912,25551,103.645927,1.325522,1
913,25559,103.645879,1.325651,1
914,25561,103.637711,1.31836,1
915,25569,103.637247,1.318191,1
916,25571,103.635242,1.315444,1
917,25579,103.634947,1.315542,1
918,25589,103.648426,1.328334,1
919,25591,103.63509,1.310246,1
920,25599,103.635806,1.30943,1
921,25601,103.634717,1.301632,1
922,25609,103.634519,1.301942,1
923,25611,103.633033,1.297703,1
924,25621,103.631889,1.294382,1
925,25631,103.631397,1.290329,1
926,25641,103.638434,1.296157,1
927,25651,103.63553,1.299345,1
928,25661,103.639925,1.293361,1
929,25669,103.639523,1.293396,1
930,25671,103.641614,1.294546,1
931,25681,103.6371694,1.332488056,1
932,25689,103.637126,1.332109,2
933,25691,103.639669,1.328519,2
934,25701,103.627651,1.295593,1
935,25709,103.627284,1.295671,1
936,25711,103.625073,1.288627,1
937,25719,103.624893,1.289014,1
938,25729,103.628258,1.284932,1
939,25741,103.62711,1.280501,1
940,25751,103.621508,1.27637,1
941,25761,103.624222,1.275062,1
942,25771,103.632329,1.274334,1
943,25781,103.635811,1.276398,1
944,25791,103.636168,1.28207,1
945,25801,103.634186,1.28451,1
946,25819,103.64353,1.332495,1
947,25821,103.652589,1.317492,1
948,26011,103.6487671,1.319229656,1
949,26019,103.648062,1.318612,1
950,26021,103.6469309,1.317261394,1
951,26029,103.647257,1.317805,1
952,26031,103.6452468,1.315482572,1
953,26039,103.645623,1.316062,1
954,26041,103.643052,1.314711,1
955,26049,103.6427515,1.314865764,1
956,26051,103.641295,1.316385,1
957,26059,103.6408389,1.316727778,1
958,26061,103.639406,1.318186,1
959,26069,103.6389756,1.318502778,1
960,26071,103.637024,1.320508,1
961,26079,103.6367553,1.320606111,1
962,26081,103.634908,1.322491,1
963,26089,103.6351002,1.322151716,1
964,26091,103.636135,1.324656,1
965,26099,103.6359969,1.324642494,1
966,26101,103.638176,1.326840635,1
967,26109,103.6384905,1.327277428,1
968,26111,103.6542583,1.314643056,1
969,26121,103.6513642,1.317368402,1
970,26131,103.6497,1.319022778,1
971,26141,103.6402559,1.326686247,1
972,26151,103.6425227,1.324529988,1
973,26161,103.6448005,1.322383257,1
974,26171,103.6471214,1.3201325,1
975,26201,103.6319295,1.326952915,2
976,26209,103.6317533,1.32692,3
977,26211,103.6368387,1.290966108,3
978,26221,103.6370023,1.293249778,3
979,26241,103.6308499,1.320511398,2
980,26249,103.6312183,1.320473708,2
981,26251,103.6297175,1.3174493,2
982,26259,103.6301108,1.317516394,2
983,26261,103.6287122,1.314709069,2
984,26269,103.628955,1.314358333,2
985,26279,103.6278419,1.311334252,2
986,26289,103.6268207,1.308545754,2
987,26299,103.6255635,1.305109544,2
988,26311,103.6297812,1.302288265,2
989,26321,103.6311689,1.306039533,2
990,26331,103.6321343,1.308699576,2
991,26349,103.630909,1.311572,2
992,26369,103.6230858,1.298469994,2
993,26379,103.6219215,1.293873807,2
994,26389,103.6245338,1.290550809,2
995,26399,103.6274603,1.28949499,2
996,26409,103.6301987,1.289129093,2
997,26419,103.6330196,1.288919373,3
998,26429,103.6358691,1.2886975,3
999,26431,103.6361912,1.29448159,2
1000,26441,103.6329657,1.295689275,2
1001,26451,103.6297779,1.296897702,2
1002,26461,103.6287678,1.299464722,2
1003,27011,103.6861094,1.355863346,1
1004,27021,103.6819292,1.353241389,1
1005,27031,103.6805175,1.351868157,1
1006,27041,103.6786425,1.350719362,1
1007,27051,103.6766581,1.348453333,1
1008,27061,103.6838708,1.349847221,2
1009,27069,103.6841844,1.350089722,1
1010,27071,103.6845277,1.355075335,1
1011,27091,103.703885,1.34911,2
1012,27099,103.70361,1.350236894,2
1013,27101,103.7011164,1.352594722,2
1014,27109,103.7008231,1.353094722,2
1015,27121,103.6952128,1.356823056,2
1016,27129,103.6959805,1.3565156,2
1017,27131,103.6885297,1.34194,3
1018,27141,103.6877997,1.339675467,3
1019,27159,103.6900514,1.340337778,2
1020,27169,103.6942446,1.356931032,1
1021,27171,103.6916825,1.356045651,1
1022,27179,103.6917826,1.356184182,1
1023,27181,103.6890362,1.355875888,1
1024,27189,103.6890392,1.356072042,1
1025,27199,103.6868575,1.354342168,1
1026,27209,103.6856923,1.351507017,1
1027,27211,103.6805007,1.347931407,2
1028,27219,103.6802524,1.347932695,1
1029,27221,103.6785176,1.346231517,2
1030,27231,103.6792227,1.342079724,2
1031,27241,103.6808938,1.339987266,2
1032,27251,103.6842061,1.341622696,2
1033,27261,103.6863209,1.343320114,2
1034,27271,103.6913205,1.34199989,3
1035,27279,103.6911929,1.34210239,2
1036,27281,103.6878056,1.345655,2
1037,27291,103.6864993,1.347722674,2
1038,27301,103.6943978,1.34045285,4
1039,27309,103.6942654,1.341070469,4
1040,27311,103.6853929,1.349022111,2
1041,27321,103.6917308,1.344039444,1
1042,27329,103.691865,1.3440425,1
1043,27331,103.6994114,1.345373056,2
1044,27341,103.6977882,1.346637034,2
1045,27351,103.6961317,1.34423201,2
1046,27359,103.6960137,1.34441435,1
1047,27361,103.6945224,1.342944904,2
1048,27369,103.694104,1.342853733,2
1049,27371,103.7009944,1.347513843,4
1050,27379,103.7008739,1.348050421,4
1051,27381,103.6986383,1.34814783,4
1052,27389,103.6981044,1.348451809,4
1053,27391,103.696312,1.348427066,2
1054,27399,103.6964037,1.348664698,2
1055,27401,103.694138,1.347366006,2
1056,27409,103.6941675,1.34719,2
1057,27411,103.6927375,1.345908333,2
1058,27419,103.69282,1.345754722,2
1059,27421,103.6953636,1.342834167,1
1060,27429,103.6955581,1.342865,2
1061,27431,103.6973463,1.349465273,2
1062,27439,103.6971171,1.349410778,3
1063,27441,103.7007933,1.350328688,2
1064,27449,103.701079,1.350532425,3
1065,27451,103.7041506,1.351286137,2
1066,27459,103.7039904,1.3514507,3
1067,27461,103.7051286,1.352933058,1
1068,27469,103.7048671,1.353071922,3
1069,27479,103.7081826,1.351892343,2
1070,27501,103.6916711,1.340971167,1
1071,27511,103.6931057,1.339252023,1
1072,27521,103.6940617,1.336808966,1
1073,27531,103.686973,1.340527952,3
1074,28009,103.7415425,1.333408188,11
1075,28011,103.7591472,1.324258056,3
1076,28019,103.7589433,1.324927205,1
1077,28021,103.7554502,1.326158084,3
1078,28029,103.7543603,1.326889982,1
1079,28031,103.751015,1.327901,3
1080,28039,103.7514083,1.328075,1
1081,28041,103.7482837,1.3300835,3
1082,28049,103.7481034,1.330699213,1
1083,28051,103.74574,1.332289997,1
1084,28061,103.7425481,1.335963908,1
1085,28071,103.7390424,1.337650353,4
1086,28079,103.7386009,1.338399066,2
1087,28081,103.7366476,1.339508308,4
1088,28089,103.7363464,1.340163586,2
1089,28091,103.7201249,1.344257956,5
1090,28099,103.7192983,1.344320099,5
1091,28211,103.7407068,1.334186773,3
1092,28221,103.7449417,1.32761805,2
1093,28229,103.7459319,1.325366752,2
1094,28231,103.7424818,1.329862011,1
1095,28239,103.7430715,1.329804425,2
1096,28241,103.7395749,1.331758585,1
1097,28249,103.7390574,1.3326254,2
1098,28259,103.7369883,1.334154722,1
1099,28269,103.7349928,1.336532427,1
1100,28279,103.7342365,1.339482955,1
1101,28281,103.7353755,1.342060328,4
1102,28289,103.7359889,1.342389722,3
1103,28291,103.736383,1.344460904,4
1104,28299,103.7366703,1.344383231,3
1105,28301,103.740303,1.334738999,1
1106,28311,103.7410835,1.338252775,1
1107,28319,103.7417331,1.338626239,2
1108,28401,103.718614,1.350654551,2
1109,28409,103.7179377,1.350811494,3
1110,28431,103.7388156,1.334496265,1
1111,28439,103.738575,1.33451434,1
1112,28441,103.7388492,1.335766389,4
1113,28449,103.739445,1.336181667,4
1114,28451,103.73466,1.343941891,2
1115,28459,103.7343153,1.344407729,3
1116,28461,103.7320538,1.345332403,2
1117,28469,103.7319331,1.346127173,3
1118,28491,103.7307863,1.349055961,2
1119,28499,103.730462,1.349630441,3
1120,28501,103.7273777,1.349803284,2
1121,28509,103.7265401,1.350034709,3
1122,28511,103.7237236,1.350635965,2
1123,28519,103.7245249,1.350584168,3
1124,28521,103.7212004,1.350975481,2
1125,28529,103.7206511,1.351179213,3
1126,28531,103.7165294,1.350061155,2
1127,28539,103.7154239,1.349754774,3
1128,28631,103.7441862,1.340531577,1
1129,28639,103.74396,1.340456498,2
1130,28641,103.7461032,1.339178898,1
1131,28649,103.7460344,1.339013034,2
1132,28651,103.7479419,1.33515192,1
1133,28659,103.7476778,1.334461893,2
1134,29159,103.737505,1.325324898,1
1135,31009,103.6842763,1.371750883,1
1136,31011,103.6938952,1.359084608,1
1137,31019,103.6939891,1.359982605,1
1138,31021,103.6928789,1.36247047,1
1139,31029,103.692966,1.363079872,1
1140,31031,103.6932732,1.365988907,1
1141,31039,103.6933082,1.36563784,1
1142,31041,103.6939294,1.368932264,1
1143,31049,103.6942437,1.369395544,1
1144,31051,103.6944518,1.372260022,1
1145,31059,103.6946681,1.372075744,1
1146,31061,103.6955703,1.375947222,1
1147,31069,103.6955061,1.374931389,1
1148,31071,103.6962605,1.378533142,1
1149,31079,103.6963219,1.377686111,1
1150,31121,103.6880039,1.370312489,1
1151,31129,103.6874421,1.370002488,1
1152,31131,103.6901316,1.372047022,1
1153,31139,103.6903841,1.372112815,1
1154,31141,103.6933835,1.3741171,1
1155,31149,103.6940083,1.373948547,1
1156,31201,103.6965941,1.38044982,1
1157,31211,103.6969997,1.382839,1
1158,40011,103.8490875,1.306064115,3
1159,40019,103.8492042,1.306644045,6
1160,40021,103.8428175,1.311035833,3
1161,40031,103.8409836,1.311785095,3
1162,40041,103.8380974,1.313722231,3
1163,40051,103.835749,1.3164301,3
1164,40071,103.8292136,1.319180278,3
1165,40081,103.8260526,1.320129519,3
1166,40091,103.8235094,1.321018073,5
1167,40099,103.8234401,1.321852352,3
1168,40109,103.8477075,1.309491313,6
1169,40111,103.8326256,1.318065,3
1170,40121,103.8405319,1.314581649,1
1171,40129,103.8408285,1.314537793,5
1172,40171,103.835821,1.31095172,1
1173,40179,103.8368695,1.31133174,5
1174,40181,103.8379834,1.312435612,1
1175,40189,103.8381324,1.312274643,5
1176,40199,103.8319122,1.312583333,2
1177,40209,103.8273878,1.313888056,2
1178,40219,103.8260595,1.31703698,2
1179,40229,103.8257067,1.319806731,2
1180,40231,103.8257715,1.322308683,3
1181,40239,103.8262019,1.32255443,4
1182,40249,103.8273506,1.324924722,4
1183,40259,103.8225628,1.340312507,2
1184,40269,103.8266081,1.341056389,2
1185,40271,103.8463465,1.308806649,3
1186,40311,103.7389078,1.357304569,1
1187,40321,103.7394715,1.351744879,1
1188,40329,103.739619,1.350969175,1
1189,40339,103.7408765,1.353474323,1
1190,40351,103.7410022,1.354996569,1
1191,40359,103.7409058,1.35540219,1
1192,40361,103.7408562,1.35715419,1
1193,41011,103.8189167,1.322356111,5
1194,41019,103.8202523,1.322674441,3
1195,41021,103.8159019,1.3226194,5
1196,41029,103.8163057,1.323333319,3
1197,41031,103.8119772,1.323068358,7
1198,41041,103.8102992,1.323984722,7
1199,41049,103.8102625,1.324695,2
1200,41051,103.8071533,1.326125,7
1201,41061,103.8057247,1.327053333,7
1202,41069,103.8075858,1.326527778,2
1203,41071,103.8026628,1.328988333,7
1204,41079,103.8030478,1.329403056,2
1205,41081,103.7972725,1.330823234,7
1206,41089,103.7999332,1.330449211,2
1207,41101,103.8092173,1.31908139,3
1208,41109,103.8105286,1.319446667,3
1209,41111,103.8118514,1.320811702,3
1210,41119,103.8124537,1.320742213,3
1211,41121,103.8135078,1.325544444,1
1212,41129,103.8139987,1.325429464,4
1213,41131,103.8145129,1.329736124,1
1214,41139,103.8148553,1.32963,4
1215,41159,103.8198945,1.3387017,2
1216,41161,103.8187389,1.335063889,1
1217,41169,103.820113,1.335077222,5
1218,42011,103.7950306,1.331614521,6
1219,42019,103.7965703,1.331703681,2
1220,42021,103.7923706,1.332545377,6
1221,42029,103.7920617,1.333251515,2
1222,42031,103.789975,1.333326111,6
1223,42039,103.7877987,1.334747527,2
1224,42041,103.7868911,1.334425,6
1225,42049,103.7846323,1.335803493,2
1226,42051,103.7826404,1.335993049,6
1227,42059,103.782762,1.336444847,2
1228,42061,103.7803212,1.3368873,6
1229,42071,103.7770093,1.3386862,4
1230,42089,103.7794145,1.340070909,2
1231,42091,103.7753903,1.342786369,3
1232,42111,103.7726286,1.345848056,3
1233,42129,103.7951726,1.330147,1
1234,42139,103.794434,1.328790903,1
1235,42141,103.7781747,1.33608649,1
1236,42149,103.7786231,1.336074269,3
1237,42151,103.7753198,1.34009255,1
1238,42159,103.775309,1.340368053,1
1239,42161,103.7726463,1.340276692,1
1240,42169,103.7736613,1.340385757,1
1241,42171,103.7702636,1.342618333,1
1242,42179,103.7710081,1.341978333,1
1243,42181,103.7694333,1.343628056,1
1244,42189,103.7696017,1.343788537,1
1245,42191,103.7669639,1.346429444,1
1246,42199,103.7676072,1.346076667,1
1247,42259,103.7770788,1.341061606,1
1248,43009,103.7510619,1.349993543,1
1249,43011,103.7711814,1.347423333,3
1250,43021,103.7697953,1.351320078,2
1251,43041,103.7684533,1.35582941,2
1252,43051,103.7668949,1.3604259,2
1253,43061,103.7673915,1.363011339,2
1254,43071,103.7669801,1.365113515,2
1255,43081,103.7657278,1.367042778,2
1256,43091,103.7647411,1.368632533,2
1257,43111,103.7629815,1.372299722,2
1258,43171,103.754605,1.348596445,2
1259,43179,103.7543035,1.348970783,1
1260,43181,103.7568172,1.346489444,2
1261,43189,103.7567782,1.346968885,1
1262,43191,103.7593134,1.346384928,2
1263,43199,103.7592006,1.346634091,1
1264,43201,103.7646464,1.346945,2
1265,43209,103.7638425,1.346979974,1
1266,43341,103.741393,1.34972199,1
1267,43349,103.7407375,1.349891389,1
1268,43401,103.7468164,1.352264988,1
1269,43409,103.7462359,1.35235542,1
1270,43411,103.7501989,1.3517652,1
1271,43419,103.7499878,1.351555236,1
1272,43453,103.7385,1.3479,3
1273,43459,103.7380773,1.3480464,4
1274,43531,103.7437763,1.351548687,1
1275,43539,103.7433686,1.351422778,1
1276,43631,103.7685846,1.347859209,1
1277,43671,103.7434568,1.36459986,2
1278,43679,103.7442194,1.365066866,1
1279,43751,103.7365292,1.355805556,2
1280,43759,103.7369013,1.355967653,1
1281,43761,103.7376345,1.350887166,2
1282,43769,103.7378157,1.35151427,1
1283,43771,103.7413633,1.36200918,2
1284,43779,103.7417702,1.361955616,1
1285,43781,103.7386016,1.358861313,2
1286,43789,103.7395024,1.359157021,2
1287,43991,103.7565,1.386207,3
1288,44011,103.7625712,1.374486067,2
1289,44021,103.7617218,1.378207227,2
1290,44041,103.7603698,1.380950577,3
1291,44049,103.7608578,1.381035238,1
1292,44051,103.7580198,1.384408117,3
1293,44059,103.7582239,1.384547258,1
1294,44061,103.7553864,1.387924999,3
1295,44069,103.7571777,1.385920187,1
1296,44131,103.7553219,1.377100697,1
1297,44139,103.7553657,1.3768096,1
1298,44141,103.7577368,1.378356028,1
1299,44149,103.7577673,1.377984957,1
1300,44151,103.752234,1.37392274,1
1301,44159,103.7525923,1.37401429,1
1302,44161,103.749953,1.370711201,1
1303,44169,103.7501707,1.370474535,1
1304,44171,103.7470483,1.368012158,1
1305,44179,103.7473582,1.36783174,1
1306,44999,103.7545111,1.391239722,1
1307,45011,103.7545578,1.390215435,3
1308,45019,103.7555394,1.388299237,1
1309,45021,103.7538358,1.393856944,3
1310,45029,103.7543356,1.3928404,1
1311,45031,103.7542187,1.396233617,3
1312,45039,103.7542782,1.395858174,1
1313,45041,103.7555616,1.40062703,3
1314,45049,103.7549928,1.397736389,1
1315,45051,103.7560103,1.403385556,3
1316,45059,103.756209,1.403409526,1
1317,45061,103.756063,1.407181111,3
1318,45069,103.7562677,1.406939078,1
1319,45071,103.7556831,1.409554336,3
1320,45079,103.755882,1.409593461,1
1321,45091,103.7552314,1.414218668,3
1322,45099,103.7559131,1.413417313,1
1323,45101,103.7545715,1.418632357,3
1324,45109,103.7547803,1.417857974,1
1325,45111,103.7556625,1.421700991,3
1326,45119,103.7559773,1.421813457,1
1327,45121,103.7586322,1.424026389,3
1328,45129,103.7586346,1.423829251,1
1329,45131,103.7610377,1.42513584,4
1330,45139,103.761781,1.425259613,1
1331,46009,103.7865,1.437627901,2
1332,46021,103.7617514,1.429198611,3
1333,46029,103.7622664,1.428614236,1
1334,46031,103.7619232,1.433556293,3
1335,46039,103.7620018,1.433087319,1
1336,46041,103.7640558,1.43664137,3
1337,46049,103.7646066,1.436899832,1
1338,46051,103.7664089,1.438970861,3
1339,46059,103.7665647,1.43875378,1
1340,46069,103.7693383,1.442889484,2
1341,46088,103.7710866,1.441809143,1
1342,46101,103.7677488,1.444608324,3
1343,46109,103.7692534,1.446940936,1
1344,46211,103.7654771,1.464917324,3
1345,46219,103.7682666,1.465426811,1
1346,46229,103.7870687,1.430130569,2
1347,46239,103.7440329,1.493903793,1
1348,46339,103.7879832,1.43352632,2
1349,46389,103.7666095,1.429303976,1
1350,46499,103.7721964,1.432291339,1
1351,46509,103.7709643,1.438043902,1
1352,46519,103.772138,1.435548116,1
1353,46639,103.7888492,1.437022054,2
1354,47711,103.7644234,1.463458341,2
1355,48021,103.7794566,1.410919357,1
1356,48029,103.7796855,1.410565092,2
1357,48031,103.7831698,1.41109191,1
1358,48039,103.7832092,1.410756066,2
1359,48041,103.7889211,1.412683175,1
1360,48049,103.7893038,1.412391856,2
1361,48051,103.797375,1.415293819,1
1362,48059,103.7976321,1.415021092,2
1363,48061,103.8038515,1.415831547,1
1364,48069,103.8020347,1.416011561,2
1365,48071,103.8057861,1.411763315,1
1366,48079,103.8052945,1.413148853,2
1367,48081,103.8089254,1.405421375,1
1368,48089,103.8079534,1.405609912,2
1369,48091,103.8123803,1.402747778,1
1370,48099,103.8120012,1.402927621,2
1371,48101,103.8143997,1.402410386,1
1372,48109,103.8140149,1.402205358,2
1373,48111,103.7796635,1.40944188,2
1374,48119,103.7792909,1.409618517,1
1375,48131,103.7893569,1.404623883,2
1376,50019,103.8476386,1.31194891,4
1377,50021,103.844217,1.317353354,1
1378,50029,103.8448428,1.316479416,6
1379,50031,103.8417717,1.321273073,3
1380,50037,103.842243,1.321099684,4
1381,50038,103.8434386,1.31962671,6
1382,50041,103.8416155,1.323623333,3
1383,50049,103.8418933,1.323541087,10
1384,50051,103.8418615,1.325612833,2
1385,50059,103.8421462,1.3248373,10
1386,50061,103.8414379,1.317435,1
1387,50069,103.8416478,1.317021631,5
1388,50071,103.847075,1.31572307,1
1389,50079,103.8469337,1.315839417,2
1390,50081,103.8502485,1.316631636,1
1391,50089,103.8504472,1.316654934,2
1392,50119,103.8458185,1.318295032,2
1393,50129,103.8492903,1.318988088,2
1394,50159,103.8532662,1.324560661,5
1395,50161,103.8436601,1.326657006,7
1396,50169,103.8442081,1.326474012,3
1397,50171,103.84641,1.326633889,7
1398,50179,103.8464203,1.326404021,2
1399,50189,103.8484919,1.326062296,2
1400,50191,103.8490239,1.326045,4
1401,50199,103.8505089,1.324968248,2
1402,50201,103.8509656,1.324904722,4
1403,50209,103.8515818,1.323927828,2
1404,50211,103.8525671,1.323069687,7
1405,50221,103.8530378,1.321438059,5
1406,50229,103.8528349,1.320957647,1
1407,50231,103.8549258,1.318724722,4
1408,50239,103.8552164,1.318272867,2
1409,50241,103.8572754,1.317248028,3
1410,50249,103.8569932,1.31716866,2
1411,50251,103.854865,1.312405,1
1412,50261,103.8532233,1.316088272,1
1413,50301,103.8517857,1.31587261,1
1414,50321,103.8508308,1.313684504,2
1415,50331,103.8572788,1.318629193,1
1416,50349,103.8595769,1.319304818,1
1417,50351,103.8485777,1.312160154,2
1418,50991,103.8562615,1.32337986,3
1419,51011,103.8409067,1.3277195,3
1420,51019,103.8406651,1.32894249,7
1421,51021,103.8392221,1.3303046,2
1422,51029,103.8397134,1.330254968,8
1423,51031,103.8385999,1.331629064,2
1424,51039,103.8388887,1.331658287,8
1425,51049,103.8379581,1.333821315,8
1426,51051,103.837078,1.336353527,2
1427,51059,103.8373502,1.337032583,8
1428,51069,103.8366044,1.341257853,6
1429,51071,103.8359658,1.34219257,2
1430,51079,103.8361539,1.341782899,5
1431,51089,103.8396258,1.341549697,2
1432,51091,103.8341303,1.3265004,3
1433,51099,103.8345342,1.325881667,4
1434,51101,103.8372482,1.327536375,3
1435,51109,103.8397081,1.327092778,2
1436,51111,103.8327133,1.340648333,1
1437,51119,103.8325758,1.340143056,5
1438,51131,103.8393477,1.344092618,2
1439,51139,103.8403226,1.344366884,2
1441,52011,103.842634,1.345041273,2
1442,52019,103.8436817,1.344033333,2
1443,52021,103.8476609,1.344313138,8
1444,52029,103.8473654,1.343599183,1
1445,52031,103.8502616,1.34404853,8
1446,52039,103.8513031,1.343338177,1
1447,52049,103.8597876,1.327211518,2
1448,52051,103.8546926,1.343388207,6
1449,52059,103.8562316,1.3431456,7
1450,52061,103.8587388,1.34352174,5
1451,52069,103.8585661,1.3431439,6
1452,52071,103.8438184,1.329914169,3
1453,52079,103.8438289,1.329314772,9
1454,52081,103.8608408,1.330813893,5
1455,52089,103.8602737,1.329916903,6
1456,52099,103.8548891,1.326523285,5
1457,52109,103.8581711,1.326976667,8
1458,52119,103.8581076,1.327826759,2
1459,52129,103.8593811,1.325446667,10
1460,52131,103.8441975,1.332207036,1
1461,52139,103.8440442,1.332718333,3
1462,52141,103.8433346,1.336277405,1
1463,52149,103.843574,1.336404989,3
1464,52151,103.8436532,1.3383078,1
1465,52159,103.8438564,1.338108035,3
